county,state,fips,latitude,longitude
Cleveland,North Carolina,37045,35.33553364,-81.55204486
Nash,North Carolina,37127,35.965756340000006,-77.98422508
Jackson,Oregon,41029,42.43201126,-122.72893089999998
Richland,Ohio,39139,40.77180308,-82.53799609999999
Madison,Tennessee,47113,35.61181957,-88.84076036
Citrus,Florida,12017,28.84804315,-82.47614748
Carroll,Georgia,13045,33.58138199,-85.07976677
Stafford,Virginia,51179,38.41758738,-77.45917053
Apache,Arizona,4001,35.395823020858366,-109.48828603991416
Wayne,North Carolina,37191,35.36438125,-78.00027268
Gregg,Texas,48183,32.47940482,-94.81591934999999
Newton,Georgia,13217,33.55514538,-83.84547140000001
Grayson,Texas,48181,33.62744998,-96.67753461
Comal,Texas,48091,29.80811278,-98.27647225
Dallas,Iowa,19049,41.68560356,-94.04127625
Bay,Michigan,26017,43.70639106,-83.98731479
Rensselaer,New York,36083,42.713481359999996,-73.51089874
Pottawattamie,Iowa,19155,41.33640314,-95.53907776
Allegan,Michigan,26005,42.59147037,-85.89102866
Thurston,Washington,53067,46.9291895,-122.8290656
Daviess,Kentucky,21059,37.73028906,-87.09019479999998
Macon,Illinois,17115,39.86064913,-88.96342505
Terrebonne,Louisiana,22109,29.37343766,-90.82626855
Delaware,Indiana,18035,40.22787247,-85.39732772
Charles,Maryland,24017,38.51092331,-76.98580666
Windham,Connecticut,9015,41.82972709,-71.98182316
Lancaster,South Carolina,45057,34.68270843,-80.70513032
Franklin,Missouri,29071,38.41127108,-91.07522826
Miami,Ohio,39109,40.0543329,-84.22871271
Houston,Alabama,1069,31.15197924,-85.29939599
Maverick,Texas,48323,28.7429195,-100.3157686
Walton,Georgia,13297,33.78017694,-83.73552314
Hampton,Virginia,51650,37.03513786,-76.35879121
Story,Iowa,19169,42.03621213,-93.46499005
Grand Forks,North Dakota,38035,47.92093639,-97.45450447
Rogers,Oklahoma,40131,36.37004356999999,-95.60406759
Carver,Minnesota,27019,44.82017001,-93.8009918
Putnam,New York,36079,41.42630093,-73.74965532
Sumter,South Carolina,45085,33.91826534,-80.37942316
Santa Fe,New Mexico,35049,35.50708973,-105.9774716
Garland,Arkansas,5051,34.57692074,-93.14921604
Laramie,Wyoming,56021,41.30702520000001,-104.6887497
Clay,Missouri,29047,39.31132056,-94.41850862
El Dorado,California,6017,38.77965956,-120.5233166
Howard,Indiana,18067,40.48527731,-86.11351892
Bayamon,Puerto Rico,72021,18.34946,-66.168435
Madison,Mississippi,28089,32.63389156,-90.03513564
Elmore,Alabama,1051,32.59785413,-86.14415284
Henderson,North Carolina,37089,35.33788927,-82.4766782
Lincoln,North Carolina,37109,35.48508185,-81.21740317
Barrow,Georgia,13013,33.99148694,-83.71436292
Lafourche,Louisiana,22057,29.52470226,-90.40976986
Limestone,Alabama,1083,34.81185586,-86.98310072
Spotsylvania,Virginia,51177,38.18574462,-77.655399
St. Clair,Alabama,1115,33.71902176,-86.31029372
DeKalb,Illinois,17037,41.89373302,-88.76958483
Eaton,Michigan,26045,42.59599185,-84.83740035
Burke,North Carolina,37023,35.74989637,-81.70755735
Washington,Rhode Island,44009,41.45961631,-71.61435303
Deschutes,Oregon,41017,43.91570171,-121.2289121
Lee,Mississippi,28081,34.291877500000005,-88.68149953999999
Strafford,New Hampshire,33017,43.291833,-71.02336013
Vermilion,Illinois,17183,40.18417171,-87.73384359
Napa,California,6055,38.507357510000006,-122.332839
Warren,New Jersey,34041,40.85951832999999,-74.99556527
Jackson,Georgia,13157,34.13794553,-83.56814788
Hardin,Kentucky,21093,37.697611099999996,-85.96319251
Cullman,Alabama,1043,34.13020303,-86.86888037
Ward,North Dakota,38101,48.223901690000005,-101.5436763
Robertson,Tennessee,47147,36.52454807,-86.87346725
Oconee,South Carolina,45073,34.75225169,-83.06742317
Wilson,North Carolina,37195,35.70625477,-77.917978
Whatcom,Washington,53073,48.82227976,-121.7490018
Hunterdon,New Jersey,34019,40.56335249,-74.91284156
Orangeburg,South Carolina,45075,33.4391073,-80.79886287
Buchanan,Missouri,29021,39.65816401,-94.80138942
St. Croix,Wisconsin,55109,45.03437474,-92.45000068
Twin Falls,Idaho,16083,42.354405119999996,-114.6685381
Bastrop,Texas,48021,30.10370699,-97.31206354
Mercer,Pennsylvania,42085,41.30248872,-80.25816981
Northumberland,Pennsylvania,42097,40.84785433,-76.70798222
Sutter,California,6101,39.03417539,-121.6945899
Jefferson,Wisconsin,55055,43.02054068,-88.77529134
Merrimack,New Hampshire,33013,43.29662971,-71.6811573
Adams,Pennsylvania,42001,39.87140411,-77.21610347000001
Kosciusko,Indiana,18085,41.24521668,-85.86312322
Tolland,Connecticut,9013,41.85853803,-72.3308481
Lauderdale,Alabama,1077,34.90171875,-87.65624729
Sumter,Florida,12119,28.70181754,-82.0794267
Madison,Kentucky,21151,37.71659336,-84.27220275
Starr,Texas,48427,26.56150059,-98.73892358
Cass,Missouri,29037,38.64789422,-94.353399
Carroll,Maryland,24013,39.56453592,-77.02373735
Caldwell,North Carolina,37027,35.95204977,-81.54799522
Cascade,Montana,30013,47.30797024,-111.3467922
Craven,North Carolina,37049,35.11833364,-77.08398081
Muskogee,Oklahoma,40101,35.61318461,-95.37802952
Montgomery,Virginia,51121,37.17746986000001,-80.37868691000001
Cole,Missouri,29051,38.50455671,-92.27860244
Monongalia,West Virginia,54061,39.63218457,-80.04766838
Douglas,Kansas,20045,38.88503636,-95.2925121
Lenawee,Michigan,26091,41.89475156,-84.06603727
Grant,Washington,53025,47.20753737,-119.4500749
Missoula,Montana,30063,47.03728583,-113.92135079999998
Brunswick,North Carolina,37019,34.070565,-78.22814204
Ozaukee,Wisconsin,55089,43.38352225,-87.94625009
Cape May,New Jersey,34009,39.15008829,-74.80170244
Victoria,Texas,48469,28.79780988,-96.96813006
Christian,Missouri,29043,36.9711783,-93.18537118
Jefferson,Arkansas,5069,34.26767081,-91.92619839
Lapeer,Michigan,26087,43.09052506,-83.22153148
Portsmouth,Virginia,51740,36.85914825,-76.35971629
St. Landry,Louisiana,22097,30.59724262,-92.00135806
Wayne,Ohio,39169,40.82925852,-81.88844833
Hampshire,Massachusetts,25015,42.33997957,-72.65898478
Fayette,Georgia,13113,33.41357794,-84.49089434
Chaves,New Mexico,35005,33.36406072,-104.4665365
Moore,North Carolina,37125,35.30885257,-79.48474178
Columbiana,Ohio,39029,40.76932373,-80.78094576
Cape Girardeau,Missouri,29031,37.38489388,-89.6843587
DeKalb,Alabama,1049,34.45946862,-85.80782906
St. Francois,Missouri,29187,37.81214171,-90.47598685
Chautauqua,New York,36013,42.22769210000001,-79.36691763
Manitowoc,Wisconsin,55071,44.11946801,-87.80928853
Muskingum,Ohio,39119,39.96575964,-81.94363275
Nassau,Florida,12089,30.61037141,-81.80297522
Bannock,Idaho,16005,42.67002716,-112.22333110000001
Cabell,West Virginia,54011,38.42424062,-82.23855912
Highlands,Florida,12055,27.34254618,-81.34071957
Kitsap,Washington,53035,47.63479026,-122.6436061
Orange,Texas,48361,30.11879481,-93.89412775
Adams,Illinois,17001,39.98815591,-91.18786813
Anderson,Tennessee,47001,36.12684348,-84.19965764
Campbell,Kentucky,21037,38.94384345,-84.37875208
Payne,Oklahoma,40119,36.07695283,-96.97584943999999
Lincoln,South Dakota,46083,43.27841182,-96.7203905
Angelina,Texas,48005,31.25457347,-94.60901486999998
Walker,Texas,48471,30.73872995,-95.57440968
Umatilla,Oregon,41059,45.59073056,-118.7353826
Hamblen,Tennessee,47063,36.21990035,-83.26586179000002
Carolina,Puerto Rico,72031,18.374986,-65.95683100000001
Pickaway,Ohio,39129,39.64170391999999,-83.0243386
Tuscarawas,Ohio,39157,40.44214695,-81.47226262
Marion,Ohio,39101,40.58610662,-83.15736305000001
Clearfield,Pennsylvania,42033,41.00110782,-78.47592663
Darlington,South Carolina,45031,34.33358335,-79.96027485
Roanoke City,Virginia,51770,37.27791025,-79.96189766
Hancock,Indiana,18059,39.82304555,-85.77566351
Reno,Kansas,20155,37.95230263,-98.08607292
Orange,North Carolina,37135,36.06092947,-79.12167935
Jones,Mississippi,28067,31.62257767,-89.16896899999999
Talladega,Alabama,1121,33.37823223,-86.16886178000001
Lea,New Mexico,35025,32.79215361,-103.4123733
Roanoke,Virginia,51161,37.26865804,-80.06396753
Pottawatomie,Oklahoma,40125,35.20614018,-96.94923008
Androscoggin,Maine,23001,44.1664747,-70.20380627
White,Arkansas,5145,35.25688493,-91.74908296
Surry,North Carolina,37171,36.41689489,-80.69102283
,Guam,66,13.4443,144.7937
Columbia,Florida,12023,30.22509788,-82.62160164
Glynn,Georgia,13127,31.23279254,-81.53811412
Greenwood,South Carolina,45047,34.15272415,-82.12715789
Wagoner,Oklahoma,40145,35.96024096,-95.51911308
Clay,Minnesota,27027,46.89289518,-96.48761922
Hanover,Virginia,51085,37.7583355,-77.49464673
Gordon,Georgia,13129,34.50487351,-84.87296253
Natrona,Wyoming,56025,42.96180148,-106.797885
Rice,Minnesota,27131,44.3543376,-93.29658715
Liberty,Texas,48291,30.15152688,-94.81205615
Bartholomew,Indiana,18005,39.207448649999996,-85.89558181
Pope,Arkansas,5115,35.44871474,-93.03212219
Sampson,North Carolina,37163,34.98820368,-78.36914061
Frederick,Virginia,51069,39.20172582000001,-78.25974949
Rockingham,North Carolina,37157,36.39593137,-79.77504841
Santa Cruz,Arizona,4023,31.52508998,-110.8479088
Fairbanks North Star,Alaska,2090,64.80726247,-146.5692662
Somerset,Pennsylvania,42111,39.97172723,-79.02699593
Erie,Ohio,39043,41.36796058,-82.62904521
Greene,Tennessee,47059,36.17470125,-82.84691273000001
Suffolk,Virginia,51800,36.70155394,-76.63603554000001
Walton,Florida,12131,30.64204028,-86.16935664
Val Verde,Texas,48465,29.89149232,-101.1525205
Wood,West Virginia,54107,39.20967886,-81.5162836
Stanly,North Carolina,37167,35.31647813,-80.25093221
Rockdale,Georgia,13247,33.65145002,-84.02202167
Forrest,Mississippi,28035,31.18961454,-89.25832496
Warrick,Indiana,18173,38.08922676,-87.2716085
Hall,Nebraska,31079,40.87257079,-98.50218293
Garfield,Oklahoma,40047,36.3791334,-97.78265516999998
Floyd,Indiana,18043,38.32117957,-85.90385377
Lonoke,Arkansas,5085,34.75392199,-91.88742356999998
Walker,Georgia,13295,34.73376362,-85.30165174
Chemung,New York,36015,42.13891056,-76.7638805
Bowie,Texas,48037,33.44626922,-94.41834132
Wicomico,Maryland,24045,38.37301947,-75.62705831
Wood,Wisconsin,55141,44.45537896,-90.04158335999999
Dougherty,Georgia,13095,31.53328528,-84.21722377
Chippewa,Wisconsin,55017,45.06939744,-91.28068855
Oldham,Kentucky,21185,38.397910890000006,-85.448222
Lawrence,Pennsylvania,42073,40.992062780000005,-80.33393706
Tooele,Utah,49045,40.44862644,-113.1295715
Butler,Kansas,20015,37.78134351,-96.83878537000001
Clinton,Michigan,26037,42.94400871,-84.60145248
Williamson,Illinois,17199,37.73033511,-88.92994027
Troup,Georgia,13285,33.03349196,-85.02812115
Flagler,Florida,12035,29.459335760000002,-81.31508595
Oswego,New York,36075,43.42778894,-76.14635194
Blue Earth,Minnesota,27013,44.03554215,-94.06699781
Laurel,Kentucky,21125,37.10975748,-84.11321778999998
Midland,Michigan,26111,43.64330771,-84.38804374
Kershaw,South Carolina,45055,34.33988254,-80.58763164
Crawford,Pennsylvania,42039,41.68447709,-80.10760592
Laurens,South Carolina,45059,34.48244419,-82.00490796
Wise,Texas,48497,33.21570665,-97.65460265
Chittenden,Vermont,50007,44.46322849,-73.08359212
Lynchburg,Virginia,51680,37.40021399,-79.19888138
Tipton,Tennessee,47167,35.501942,-89.73694895
Rutherford,North Carolina,37161,35.40114178,-81.92112099
Portage,Wisconsin,55097,44.47558711,-89.50152965
Iberia,Louisiana,22045,29.86803617,-91.75871777
Bullitt,Kentucky,21029,37.97162523,-85.68955617
Ontario,New York,36069,42.85145728,-77.30874425
Walker,Alabama,1127,33.80270512,-87.30027177
Coryell,Texas,48099,31.39078397,-97.79936155
Madison,Idaho,16065,43.78141028,-111.65384740000002
Leavenworth,Kansas,20103,39.20183497,-95.03620809
Lauderdale,Mississippi,28075,32.40419769,-88.66229662
Grant,Indiana,18053,40.51587228,-85.65468702
Autauga,Alabama,1001,32.53952745,-86.64408227
Crawford,Arkansas,5033,35.58928601,-94.2446814
Monroe,Florida,12087,25.20904673,-81.07812416
Whiteside,Illinois,17195,41.75509713,-89.91556058
Ashtabula,Ohio,39007,41.70860332,-80.74830218
Wayne,Indiana,18177,39.8633444,-85.01044989
Van Buren,Michigan,26159,42.25190229,-86.01939087
Gila,Arizona,4007,33.80190085,-110.8132779
Dickson,Tennessee,47043,36.14669837,-87.35891709
Creek,Oklahoma,40037,35.90230550999999,-96.37086027999999
Raleigh,West Virginia,54081,37.76936795,-81.2456041
Christian,Kentucky,21047,36.892678030000006,-87.49055367
Lewis and Clark,Montana,30049,47.12610041,-112.394698
Allegany,Maryland,24001,39.62357628,-78.69280486
Franklin,North Carolina,37069,36.081519,-78.28708884
Jackson,Alabama,1071,34.78144169,-85.99750489
Boone,Indiana,18011,40.0509304,-86.46841646
Hancock,Ohio,39063,41.00250487,-83.66838948
Blount,Alabama,1009,33.98210918,-86.56790593
Coffee,Tennessee,47031,35.49090731,-86.07311784
Newport,Rhode Island,44005,41.5642026,-71.26569799
Steuben,New York,36101,42.2689144,-77.3829924
McCracken,Kentucky,21145,37.05350953,-88.70445755
Eddy,New Mexico,35015,32.47167456,-104.3053527
Ross,Ohio,39141,39.33705391,-83.06000914
Wilkes,North Carolina,37193,36.2084135,-81.16232895
Chelan,Washington,53007,47.87046092,-120.6173956
Valencia,New Mexico,35061,34.71669834,-106.8103733
Rockingham,Virginia,51165,38.51006137,-78.87260325
Cumberland,Tennessee,47035,35.95271721,-84.99840585
Geauga,Ohio,39055,41.49952319,-81.17935342000001
Bulloch,Georgia,13031,32.39577406,-81.74811421
Boone,Illinois,17007,42.32359279,-88.82345779
Putnam,Florida,12107,29.60779729,-81.74230285
Crow Wing,Minnesota,27035,46.48096553,-94.06755609
Acadia,Louisiana,22001,30.2950649,-92.41419698
Georgetown,South Carolina,45043,33.43443342,-79.33202141
Morgan,Indiana,18109,39.47899078,-86.44573375
Carter,Tennessee,47019,36.28969086,-82.12588974
Bedford,Tennessee,47003,35.51123746,-86.45549096
Riley,Kansas,20161,39.28935726,-96.73420026
Sullivan,New York,36105,41.71579493,-74.76394559
Cowlitz,Washington,53015,46.19074720999999,-122.6782231
Kandiyohi,Minnesota,27067,45.1526059,-95.00586446
Bedford,Virginia,51019,37.3080028,-79.5281964
St. Lawrence,New York,36089,44.4976179,-75.06550039
Gibson,Tennessee,47053,35.99438059,-88.93358327
McMinn,Tennessee,47107,35.428126160000005,-84.61520715
Hood,Texas,48221,32.42990927,-97.83242023999999
Catoosa,Georgia,13047,34.89872298,-85.13757014
Carson City,Nevada,32510,39.15509045,-119.7480219
Kennebec,Maine,23011,44.40759555,-69.76738544
Pulaski,Kentucky,21199,37.10466131,-84.57629079
Berkshire,Massachusetts,25003,42.37428441,-73.20524838
Scioto,Ohio,39145,38.80270163,-82.98907345
Lowndes,Mississippi,28087,33.47386518,-88.44191529999998
Fremont,Colorado,8043,38.473623260000004,-105.4399667
Yuba,California,6115,39.26255932,-121.3535644
Calumet,Wisconsin,55015,44.0816316,-88.21780273
Harrisonburg,Virginia,51660,38.43542574,-78.87536254
Spalding,Georgia,13255,33.26310031,-84.28013991000002
Grand Traverse,Michigan,26055,44.69565624999999,-85.55585247
Jackson,Florida,12063,30.7954597,-85.21500423
Columbus,North Carolina,37047,34.26744084,-78.65801424
Shiawassee,Michigan,26155,42.95392800000001,-84.14585902
Colbert,Alabama,1033,34.69847452,-87.80168544
Indiana,Pennsylvania,42063,40.65241041,-79.08963285
Carbon,Pennsylvania,42025,40.91545395,-75.7068525
Lamar,Mississippi,28073,31.20572971,-89.5077704
Duplin,North Carolina,37061,34.93449805,-77.93140529
Roane,Tennessee,47145,35.84923189,-84.52458689
Saline,Kansas,20169,38.78369175,-97.65185177
Eagle,Colorado,8037,39.62754308,-106.6933637
Penobscot,Maine,23019,45.40194593,-68.65020455
Cayuga,New York,36011,42.91261714,-76.55731592
Cecil,Maryland,24015,39.56647682,-75.94627411
Isabella,Michigan,26073,43.64060976,-84.84664923
Carter,Oklahoma,40019,34.25103751,-97.28552484999999
Ionia,Michigan,26067,42.94502238,-85.07413319000001
Lafayette,Mississippi,28071,34.35687874,-89.48490961
Lincoln,Missouri,29113,39.05345619,-90.95588181
Hawkins,Tennessee,47073,36.44355426,-82.94885298000001
Jefferson,Tennessee,47089,36.04818632,-83.45148924
Caguas,Puerto Rico,72025,18.211615,-66.050779
Greene,Arkansas,5055,36.11735460000001,-90.55832668
Lenoir,North Carolina,37107,35.24032589999999,-77.64245615
Sauk,Wisconsin,55111,43.42574087,-89.94966132
St. Joseph,Michigan,26149,41.91441767,-85.52797979000002
Hunt,Texas,48231,33.12351514,-96.08551032
Marshall,Indiana,18099,41.32467367,-86.26185086999999
Loudon,Tennessee,47105,35.73939663,-84.31145275
Anderson,Texas,48001,31.81534745,-95.65354823
Ogle,Illinois,17141,42.04165196,-89.32184679
Dubois,Indiana,18037,38.36597551,-86.87924170000001
Cherokee,South Carolina,45021,35.05122251,-81.61828622
Bryan,Oklahoma,40013,33.96472458,-96.25903472
Chisago,Minnesota,27025,45.5021011,-92.90861945
Harrison,West Virginia,54033,39.2853852,-80.37919577
Garfield,Colorado,8045,39.59921777,-107.902708
Crittenden,Arkansas,5035,35.21247318,-90.30839405999998
Hale,Texas,48189,34.07044901,-101.8268114
Jefferson,New York,36045,44.04200959,-75.94653457
Belmont,Ohio,39013,40.01625942,-80.9924051
Union,Pennsylvania,42119,40.96188846,-77.05996014
Lee,North Carolina,37105,35.47623147,-79.17569362
Bradford,Pennsylvania,42015,41.78869215,-76.51570821999998
San Benito,California,6069,36.60308176,-121.069975
Waupaca,Wisconsin,55135,44.47068056,-88.96534501
Salem,New Jersey,34033,39.58719656,-75.34696629999998
Finney,Kansas,20055,38.04340344,-100.7381938
Lawrence,Tennessee,47099,35.21675201,-87.39787695
Taney,Missouri,29213,36.65465345,-93.04075153
Hardin,Texas,48199,30.33364686,-94.38931817
Montcalm,Michigan,26117,43.31082541,-85.15252824
Barron,Wisconsin,55005,45.42372700999999,-91.84833627
St. Mary's,Maryland,24037,38.30058422,-76.60629279999998
Henderson,Texas,48213,32.21128872,-95.85846587
Skagit,Washington,53057,48.48171488,-121.766131
Cass,Indiana,18017,40.761358349999995,-86.34830753
Armstrong,Pennsylvania,42005,40.81665618,-79.46290811
Grady,Oklahoma,40051,35.0167709,-97.88339847
Grundy,Illinois,17063,41.28569601,-88.41905692
Granville,North Carolina,37077,36.30337451,-78.65184241
Augusta,Virginia,51015,38.16404586,-79.12461614
Monroe,Tennessee,47123,35.44550387,-84.24902965
Barry,Michigan,26015,42.59513984,-85.30834519
Lamar,Texas,48277,33.66981763,-95.57404777
Navarro,Texas,48349,32.04620681,-96.47428766
Mississippi,Arkansas,5093,35.76271485,-90.05194370000002
Columbia,Wisconsin,55021,43.46492199,-89.33589004
Dearborn,Indiana,18029,39.14647946,-84.97333539
Henry,Indiana,18065,39.93029017,-85.39625719
Columbia,Pennsylvania,42037,41.04821986,-76.40565017
Otter Tail,Minnesota,27111,46.40846929,-95.70835255
Newton,Missouri,29145,36.90519407,-94.3394104
Union,Ohio,39159,40.30016061,-83.37239023
Pike,Kentucky,21195,37.47088263,-82.39487445
Warren,Iowa,19181,41.33559454,-93.56007641
Gadsden,Florida,12039,30.57796289,-84.61915824999998
Benton,Minnesota,27009,45.69804958,-93.99514135
Albemarle,Virginia,51003,38.02080697,-78.55481085
Atascosa,Texas,48013,28.89333001,-98.52730485
Noble,Indiana,18113,41.39672484,-85.41966713
Lassen,California,6035,40.67311306,-120.59350990000002
Vermilion,Louisiana,22113,29.83517605,-92.30292538
Clinton,Illinois,17027,38.607048760000005,-89.42385254
Wayne,New York,36117,43.15494365,-77.02976528
Ford,Kansas,20057,37.69200114,-99.88825298
Caldwell,Texas,48055,29.83668859,-97.61814775
Coles,Illinois,17029,39.51949084,-88.22358557
Grant,Wisconsin,55043,42.86717310000001,-90.7063218
Tehama,California,6103,40.12570935,-122.2370171
Lawrence,Ohio,39087,38.59743452,-82.53466552
Linn,Oregon,41043,44.48899494,-122.5373154
Cattaraugus,New York,36009,42.24778241,-78.67923096
Cherokee,Oklahoma,40021,35.90692775,-94.99980896
Edgecombe,North Carolina,37065,35.91230639,-77.59436892
Polk,Georgia,13233,34.00267074,-85.18677781
Halifax,North Carolina,37083,36.25669272,-77.6556109
Jefferson,Ohio,39081,40.38614126,-80.76259514
Le Flore,Oklahoma,40079,34.89851864,-94.70392124
Coffee,Alabama,1031,31.39932826,-85.98901039
Tuscola,Michigan,26157,43.46606813,-83.41897024999999
Knox,Illinois,17095,40.93148779,-90.21330340000002
Laurens,Georgia,13175,32.46325233,-82.92221316
St. Charles,Louisiana,22089,29.90709658,-90.35555967
Summit,Utah,49043,40.866881459999995,-110.9535882
Brown,South Dakota,46013,45.58994323,-98.35165355
Pittsylvania,Virginia,51143,36.81980341,-79.39731264
Clinton,Iowa,19045,41.89981633,-90.53275096
Warren,Tennessee,47177,35.6728299,-85.77969117
Graham,Arizona,4009,32.93166885,-109.8882178
St. Martin,Louisiana,22099,30.13112107,-91.61403569
Huron,Ohio,39077,41.14651175,-82.59867951
Pender,North Carolina,37141,34.52265624,-77.90352133
Cerro Gordo,Iowa,19033,43.08177563,-93.2612239
Dyer,Tennessee,47045,36.05931946,-89.41542855
Buffalo,Nebraska,31019,40.85486962,-99.07500296
Cass,Michigan,26027,41.91522292,-85.99405726999998
Walla Walla,Washington,53071,46.23040051,-118.4775539
Scott,Kentucky,21209,38.29622293,-84.5816631
Harrison,Texas,48203,32.54935988,-94.36934071
Suwannee,Florida,12121,30.197460660000004,-82.99099670000003
Sandusky,Ohio,39143,41.35624126,-83.137872
Genesee,New York,36037,43.0022601,-78.19135193
Mifflin,Pennsylvania,42087,40.61116939,-77.61070738
Washington,Mississippi,28151,33.28392041,-90.94196237
Darke,Ohio,39037,40.13412966,-84.6194517
Hot Spring,Arkansas,5059,34.31709259,-92.95396325
Coffee,Georgia,13069,31.54892966,-82.85492059999999
McClain,Oklahoma,40087,35.01123903,-97.44572302
Seneca,Ohio,39147,41.12351311,-83.12783209
Kay,Oklahoma,40071,36.81799745,-97.14421435
Morton,North Dakota,38059,46.71681782,-101.2822377
Shawano,Wisconsin,55115,44.78902246,-88.76443896
Lewis,Washington,53041,46.57756476,-122.3925769
Curry,New Mexico,35009,34.57421077,-103.3468876
Washington,Ohio,39167,39.45690571,-81.49121382
Putnam,West Virginia,54079,38.50782345,-81.9082131
Washington,Oklahoma,40147,36.71380786,-95.90514104
Fremont,Wyoming,56013,43.04183996,-108.6296893
McDowell,North Carolina,37111,35.67736232,-82.0482425
Carteret,North Carolina,37031,34.8932941,-76.54120135
Athens,Ohio,39009,39.33425634,-82.04278644
Chambers,Texas,48071,29.70972016,-94.67154501
Pettis,Missouri,29159,38.72798918,-93.28471706
Franklin,Tennessee,47051,35.15634626,-86.09201039
Webster,Iowa,19187,42.42853483,-94.17987389
Fayette,Tennessee,47047,35.19615831,-89.41399031999998
Herkimer,New York,36043,43.42034246,-74.96145307
Nacogdoches,Texas,48347,31.62017125,-94.61803994
Campbell,Wyoming,56005,44.248860820000004,-105.54744040000001
Bristol,Rhode Island,44001,41.71018079,-71.28652315
Mercer,West Virginia,54055,37.40481169,-81.11023141999999
Pontotoc,Oklahoma,40123,34.72959848,-96.68337199
Elko,Nevada,32007,41.14531606,-115.35776190000001
Sioux,Iowa,19167,43.08221074,-96.1767568
Huntingdon,Pennsylvania,42061,40.42162652,-77.97673273
Callaway,Missouri,29027,38.83674754,-91.92186505
Boyd,Kentucky,21019,38.36176608,-82.68652187
Dunn,Wisconsin,55033,44.94562799,-91.8962481
Jackson,Illinois,17077,37.78595185,-89.38232563
Oconto,Wisconsin,55083,45.02715345,-88.26807503
St. Mary,Louisiana,22101,29.69262097,-91.44702164
Newberry,South Carolina,45071,34.28629098,-81.59935761
Jackson,Indiana,18071,38.90915820000001,-86.03851889
Habersham,Georgia,13137,34.63331566,-83.53094677
Marquette,Michigan,26103,46.4338914,-87.64043701
Henry,Illinois,17073,41.3533994,-90.13296166
Shelby,Indiana,18145,39.52305623,-85.7915857
Auglaize,Ohio,39011,40.55998859,-84.22421429999999
Williams,North Dakota,38105,48.34522353,-103.4793387
Watauga,North Carolina,37189,36.23103603,-81.70033724
Murray,Georgia,13213,34.78897608,-84.74993177
Washington,Virginia,51191,36.72341572,-81.95666289
Nelson,Kentucky,21179,37.80335779,-85.4657193
Douglas,Wisconsin,55031,46.43222285,-91.91595768
Broomfield,Colorado,8014,39.95998786999999,-105.0566324
Pierce,Wisconsin,55093,44.71850291,-92.4224416
Vance,North Carolina,37181,36.36880673,-78.40670845
Henderson,Kentucky,21101,37.79344553,-87.57392021
Campbell,Virginia,51031,37.20553386,-79.09678609
Ware,Georgia,13299,31.05449097,-82.42224148
Nevada,California,6057,39.30394768,-120.7627281
Dodge,Nebraska,31053,41.58071748,-96.65598179
Tift,Georgia,13277,31.45743864,-83.5236119
Stark,North Dakota,38089,46.80851182,-102.6576326
Dale,Alabama,1045,31.43037123,-85.61095742
Hendry,Florida,12051,26.55386945,-81.16469006000001
Chesterfield,South Carolina,45025,34.64137396,-80.15640140000002
Stephens,Oklahoma,40137,34.48556989,-97.85141892
Branch,Michigan,26023,41.91600556,-85.05929476
Burnet,Texas,48053,30.78801353,-98.18188700000002
Livingston,Illinois,17105,40.89188292,-88.55784752000001
Hoke,North Carolina,37093,35.01888303,-79.23651674
Newaygo,Michigan,26123,43.554374,-85.80070107
Muscatine,Iowa,19139,41.48370744,-91.1121697
Maui,Hawaii,15009,20.86399628,-156.56890969999995
Johnson,Missouri,29101,38.74719601,-93.80691167999998
Crawford,Kansas,20037,37.50675523,-94.85245778
Marshall,Iowa,19127,42.03586837,-92.9990819
Mercer,Ohio,39107,40.54043046,-84.62912742
Woodford,Illinois,17203,40.78579374,-89.20973757
Bingham,Idaho,16011,43.21672879999999,-112.3978437
Clinton,New York,36019,44.74530905,-73.67875352
Bolivar,Mississippi,28011,33.79696941,-90.87372121
Colquitt,Georgia,13071,31.18810588,-83.7677946
Stephenson,Illinois,17177,42.35129217,-89.66259800000002
Goodhue,Minnesota,27049,44.40849741,-92.7234195
Polk,Wisconsin,55095,45.46130348,-92.44182875
Shelby,Kentucky,21211,38.21476019,-85.194223
Yamhill,Oregon,41071,45.233304489999995,-123.3086963
Richmond,North Carolina,37153,35.00417719,-79.74491009
Osage,Oklahoma,40113,36.62888819,-96.39635703999998
Macoupin,Illinois,17117,39.26119767,-89.92424028
Jessamine,Kentucky,21113,37.87119786,-84.58252003
Klamath,Oregon,41035,42.68762984,-121.64964609999998
Jefferson,West Virginia,54037,39.30776166,-77.86014147
Beaufort,North Carolina,37013,35.48531943,-76.84325809
Lawrence,Indiana,18093,38.84112637,-86.48361629
Fauquier,Virginia,51061,38.73564842,-77.80647472000001
Sweetwater,Wyoming,56037,41.65943896,-108.8827882
Delaware,Oklahoma,40041,36.40823634,-94.80325046
Shelby,Ohio,39149,40.33163494,-84.20258189
Effingham,Illinois,17049,39.05935711,-88.58969584
Douglas,Minnesota,27041,45.93348491,-95.45335469
Chatham,North Carolina,37037,35.70394416,-79.25541492
Monroe,Wisconsin,55081,43.94641218,-90.618819
Scott,Missouri,29201,37.05588075,-89.56474493
Wasatch,Utah,49051,40.33110236,-111.1691419
Hopkins,Kentucky,21107,37.30939024999999,-87.54670406000001
